Burgundy 150,California 50,Champagne 50,Italy 100,Liv-ex Bordeaux 500,Liv-ex Fine Wine 100,Liv-ex Fine Wine 1000,Liv-ex Fine Wine 50,Port 50,Rest of the World 60,Rhone 100,created_at,updated_at,date,load_ts
422.82,266.5,357.56,271.47,311.11,308.93,324.47,350.77,,286.01,183.34,2026-01-07 11:06:26.836831+00,2026-01-07 11:14:22.585679+00,2017-10-31,2026-03-05 05:09:35.142509+00
460.07,268.9,354.98,276.34,314.75,312.96,333.54,353.93,,292.2,183.35,2026-01-07 11:06:26.836831+00,2026-01-07 11:14:22.585679+00,2017-11-30,2026-03-05 05:09:35.142509+00
442.73,266.3,357.31,273.2,316.03,312.69,330.34,353.54,,291.86,183.41,2026-01-07 11:06:26.836831+00,2026-01-07 11:14:22.585679+00,2017-12-31,2026-03-05 05:09:35.142509+00
437.64,267.9,361.91,269.2,317.19,312.47,330.99,354.6,,289.12,183.89,2026-01-07 11:06:26.836831+00,2026-01-07 11:14:22.585679+00,2018-01-31,2026-03-05 05:09:35.142509+00
454.48,278.3,362.03,277.58,317.01,312.16,334.75,354.21,,290.93,184.37,2026-01-07 11:06:26.836831+00,2026-01-07 11:14:22.585679+00,2018-02-28,2026-03-05 05:09:35.142509+00
461.6,286.4,360.48,268.51,316.59,310.69,334.42,352.0,,288.97,185.22,2026-01-07 11:06:26.836831+00,2026-01-07 11:14:22.585679+00,2018-03-31,2026-03-05 05:09:35.142509+00
473.56,280.6,361.43,268.93,318.0,311.66,337.04,353.31,,288.75,187.1,2026-01-07 11:06:26.836831+00,2026-01-07 11:14:22.585679+00,2018-04-30,2026-03-05 05:09:35.142509+00
481.04,295.7,366.59,267.03,319.66,313.07,340.95,354.46,,290.3,187.89,2026-01-07 11:06:26.836831+00,2026-01-07 11:14:22.585679+00,2018-05-31,2026-03-05 05:09:35.142509+00
490.31,305.2,372.73,270.89,322.54,316.62,345.61,358.03,,294.03,189.72,2026-01-07 11:06:26.836831+00,2026-01-07 11:14:22.585679+00,2018-06-30,2026-03-05 05:09:35.142509+00
507.87,310.0,376.57,276.58,320.57,314.47,348.05,358.04,,293.91,189.78,2026-01-07 11:06:26.836831+00,2026-01-07 11:14:22.585679+00,2018-07-31,2026-03-05 05:09:35.142509+00
511.78,311.1,380.51,270.89,321.63,315.98,350.73,360.09,,298.2,190.78,2026-01-07 11:06:26.836831+00,2026-01-07 11:14:22.585679+00,2018-08-31,2026-03-05 05:09:35.142509+00
548.67,303.1,392.18,286.96,324.76,316.25,360.49,359.45,,301.43,192.68,2026-01-07 11:06:26.836831+00,2026-01-07 11:14:22.585679+00,2018-09-30,2026-03-05 05:09:35.142509+00
555.89,312.4,387.95,285.03,320.86,313.94,358.15,355.56,165.28,299.52,189.68,2026-01-07 11:06:26.836831+00,2026-01-07 11:14:22.585679+00,2018-10-31,2026-03-05 05:09:35.142509+00
599.99,321.8,386.12,280.83,318.81,313.37,364.18,351.8,165.65,298.77,193.69,2026-01-07 11:06:26.836831+00,2026-01-07 11:14:22.585679+00,2018-11-30,2026-03-05 05:09:35.142509+00
597.07,322.1,385.17,283.23,318.0,312.05,363.34,350.19,167.41,296.85,196.17,2026-01-07 11:06:26.836831+00,2026-01-07 11:14:22.585679+00,2018-12-31,2026-03-05 05:09:35.142509+00
594.72,317.0,385.51,284.55,318.22,311.98,362.22,350.61,164.85,297.02,194.2,2026-01-07 11:06:26.836831+00,2026-01-07 11:14:22.585679+00,2019-01-31,2026-03-05 05:09:35.142509+00
576.43,318.8,384.91,284.15,316.9,309.76,358.4,348.14,164.64,293.44,192.15,2026-01-07 11:06:26.836831+00,2026-01-07 11:14:22.585679+00,2019-02-28,2026-03-05 05:09:35.142509+00
563.25,290.7,389.25,287.13,315.03,309.03,354.27,347.62,161.16,289.58,190.03,2026-01-07 11:06:26.836831+00,2026-01-07 11:14:22.585679+00,2019-03-31,2026-03-05 05:09:35.142509+00
557.64,295.2,385.02,286.71,314.73,308.53,353.12,347.11,164.22,294.7,192.96,2026-01-07 11:06:26.836831+00,2026-01-07 11:14:22.585679+00,2019-04-30,2026-03-05 05:09:35.142509+00
557.3,292.6,381.25,287.97,315.04,308.01,353.48,346.05,163.33,292.84,193.81,2026-01-07 11:06:26.836831+00,2026-01-07 11:14:22.585679+00,2019-05-31,2026-03-05 05:09:35.142509+00
559.87,297.5,386.59,290.03,317.36,309.22,355.92,347.3,163.95,291.13,196.95,2026-01-07 11:06:26.836831+00,2026-01-07 11:14:22.585679+00,2019-06-30,2026-03-05 05:09:35.142509+00
565.76,315.1,389.63,291.09,317.8,310.07,357.68,348.75,161.66,288.27,198.52,2026-01-07 11:06:26.836831+00,2026-01-07 11:14:22.585679+00,2019-07-31,2026-03-05 05:09:35.142509+00
568.96,309.0,392.36,297.32,317.05,312.37,359.71,349.69,165.2,294.86,196.07,2026-01-07 11:06:26.836831+00,2026-01-07 11:14:22.585679+00,2019-08-31,2026-03-05 05:09:35.142509+00
583.29,308.8,394.77,297.83,315.5,311.35,360.88,348.62,162.88,295.31,195.28,2026-01-07 11:06:26.836831+00,2026-01-07 11:14:22.585679+00,2019-09-30,2026-03-05 05:09:35.142509+00
570.29,308.3,402.11,297.63,313.38,308.37,356.62,343.08,160.34,294.62,192.54,2026-01-07 11:06:26.836831+00,2026-01-07 11:14:22.585679+00,2019-10-31,2026-03-05 05:09:35.142509+00
,,,,,,,337.65,,,,2026-01-07 11:06:26.836831+00,2026-01-07 11:14:22.585679+00,2019-11-29,2026-03-05 05:09:35.142509+00
553.56,302.7,393.47,296.18,310.14,304.42,350.4,,160.24,291.14,191.73,2026-01-07 11:06:26.836831+00,2026-01-07 11:14:22.585679+00,2019-11-30,2026-03-05 05:09:35.142509+00
544.75,302.0,393.85,296.54,308.58,302.56,348.13,335.06,161.93,289.74,190.07,2026-01-07 11:06:26.836831+00,2026-01-07 11:14:22.585679+00,2019-12-31,2026-03-05 05:09:35.142509+00
538.06,300.2,394.49,298.81,307.11,301.88,346.07,334.04,158.86,286.93,188.14,2026-01-07 11:06:26.836831+00,2026-01-07 11:14:22.585679+00,2020-01-31,2026-03-05 05:09:35.142509+00
530.95,297.9,393.01,298.2,305.59,302.56,343.39,328.35,159.15,285.2,189.3,2026-01-07 11:06:26.836831+00,2026-01-07 11:14:22.585679+00,2020-02-29,2026-03-05 05:09:35.142509+00
522.98,298.1,386.42,298.28,300.14,299.36,338.76,321.29,157.37,283.74,188.59,2026-01-07 11:06:26.836831+00,2026-01-07 11:14:22.585679+00,2020-03-31,2026-03-05 05:09:35.142509+00
519.33,294.3,391.48,295.73,300.41,298.46,337.41,323.93,156.14,279.6,188.48,2026-01-07 11:06:26.836831+00,2026-01-07 11:14:22.585679+00,2020-04-30,2026-03-05 05:09:35.142509+00
523.75,300.5,393.44,301.07,304.9,296.25,342.08,329.62,158.51,284.74,191.01,2026-01-07 11:06:26.836831+00,2026-01-07 11:14:22.585679+00,2020-05-31,2026-03-05 05:09:35.142509+00
525.77,299.2,402.31,301.42,309.81,299.65,344.82,333.43,161.14,282.19,192.55,2026-01-07 11:06:26.836831+00,2026-01-07 11:14:22.585679+00,2020-06-30,2026-03-05 05:09:35.142509+00
532.68,301.4,407.06,303.57,312.85,302.15,348.31,336.4,159.05,285.91,193.32,2026-01-07 11:06:26.836831+00,2026-01-07 11:14:22.585679+00,2020-07-31,2026-03-05 05:09:35.142509+00
530.65,301.5,411.9,303.2,313.12,306.06,348.05,338.04,158.5,285.03,193.18,2026-01-07 11:06:26.836831+00,2026-01-07 11:14:22.585679+00,2020-08-31,2026-03-05 05:09:35.142509+00
534.35,294.5,420.65,310.45,316.36,310.39,351.46,339.37,159.69,282.58,195.32,2026-01-07 11:06:26.836831+00,2026-01-07 11:14:22.585679+00,2020-09-30,2026-03-05 05:09:35.142509+00
532.16,295.3,417.11,308.98,318.72,313.99,352.47,344.17,162.96,285.22,196.34,2026-01-07 11:06:26.836831+00,2026-01-07 11:14:22.585679+00,2020-10-31,2026-03-05 05:09:35.142509+00
535.87,297.5,422.83,314.98,320.18,316.63,353.7,345.98,165.66,280.91,198.01,2026-01-07 11:06:26.836831+00,2026-01-07 11:14:22.585679+00,2020-11-30,2026-03-05 05:09:35.142509+00
540.01,301.0,424.51,322.53,320.75,318.99,356.46,346.98,167.45,285.21,199.51,2026-01-07 11:06:26.836831+00,2026-01-07 11:14:22.585679+00,2020-12-31,2026-03-05 05:09:35.142509+00
550.15,298.6,429.04,320.88,322.2,320.88,359.22,347.08,166.55,285.74,202.01,2026-01-07 11:06:26.836831+00,2026-01-07 11:14:22.585679+00,2021-01-31,2026-03-05 05:09:35.142509+00
558.44,298.4,435.35,318.74,322.87,322.67,361.45,348.33,164.32,286.84,204.01,2026-01-07 11:06:26.836831+00,2026-01-07 11:14:22.585679+00,2021-02-28,2026-03-05 05:09:35.142509+00
564.06,300.9,435.31,326.26,326.46,327.91,365.06,354.39,167.04,286.42,207.34,2026-01-07 11:06:26.836831+00,2026-01-07 11:14:22.585679+00,2021-03-31,2026-03-05 05:09:35.142509+00
573.48,306.1,436.24,329.19,329.66,332.86,369.96,358.96,164.31,294.65,208.21,2026-01-07 11:06:26.836831+00,2026-01-07 11:14:22.585679+00,2021-04-30,2026-03-05 05:09:35.142509+00
575.77,317.3,445.48,328.85,331.01,335.25,372.78,360.43,162.9,303.67,208.3,2026-01-07 11:06:26.836831+00,2026-01-07 11:14:22.585679+00,2021-05-31,2026-03-05 05:09:35.142509+00
583.2,315.1,448.15,333.02,334.38,337.8,375.97,363.04,163.38,301.67,211.69,2026-01-07 11:06:26.836831+00,2026-01-07 11:14:22.585679+00,2021-06-30,2026-03-05 05:09:35.142509+00
592.93,322.4,460.59,334.79,336.95,346.57,380.88,374.01,163.88,308.05,213.67,2026-01-07 11:06:26.836831+00,2026-01-07 11:14:22.585679+00,2021-07-31,2026-03-05 05:09:35.142509+00
597.01,332.8,467.25,340.05,341.99,350.93,385.78,377.82,164.83,315.85,214.52,2026-01-07 11:06:26.836831+00,2026-01-07 11:14:22.585679+00,2021-08-31,2026-03-05 05:09:35.142509+00
636.3,341.6,488.42,347.0,346.2,364.44,396.9,387.21,166.32,319.5,219.4,2026-01-07 11:06:26.836831+00,2026-01-07 11:14:22.585679+00,2021-09-30,2026-03-05 05:09:35.142509+00
661.3,350.72,525.4,354.5,347.2,372.44,405.4,387.46,168.1,328.9,223.6,2026-01-07 11:06:26.836831+00,2026-01-07 11:14:22.585679+00,2021-10-31,2026-03-05 05:09:35.142509+00
686.8,359.06,567.92,359.67,350.4,382.59,415.31,390.49,167.72,339.47,224.43,2026-01-07 11:06:26.836831+00,2026-01-07 11:14:22.585679+00,2021-11-30,2026-03-05 05:09:35.142509+00
707.49,372.17,600.64,367.28,354.33,392.52,424.46,393.02,168.74,349.11,228.28,2026-01-07 11:06:26.836831+00,2026-01-07 11:14:22.585679+00,2021-12-31,2026-03-05 05:09:35.142509+00
752.41,394.01,634.01,374.69,357.81,399.84,439.25,395.49,170.18,368.54,233.92,2026-01-07 11:06:26.836831+00,2026-01-07 11:14:22.585679+00,2022-01-31,2026-03-05 05:09:35.142509+00
779.76,394.24,641.18,382.03,360.47,401.41,446.23,399.42,166.07,365.38,235.79,2026-01-07 11:06:26.836831+00,2026-01-07 11:14:22.585679+00,2022-02-28,2026-03-05 05:09:35.142509+00
810.96,397.97,658.01,384.36,363.9,404.02,455.22,402.98,175.72,372.87,239.86,2026-01-07 11:06:26.836831+00,2026-01-07 11:14:22.585679+00,2022-03-31,2026-03-05 05:09:35.142509+00
839.05,397.08,656.98,381.71,365.48,406.82,460.95,404.43,168.48,371.34,239.83,2026-01-07 11:06:26.836831+00,2026-01-07 11:14:22.585679+00,2022-04-30,2026-03-05 05:09:35.142509+00
865.24,399.98,665.5,382.44,367.69,409.69,468.12,405.24,164.9,372.52,245.32,2026-01-07 11:06:26.836831+00,2026-01-07 11:14:22.585679+00,2022-05-31,2026-03-05 05:09:35.142509+00
876.55,404.07,675.82,386.23,368.22,412.53,471.65,406.3,171.7,377.22,248.33,2026-01-07 11:06:26.836831+00,2026-01-07 11:14:22.585679+00,2022-06-30,2026-03-05 05:09:35.142509+00
886.9,402.0,696.85,387.55,368.68,411.23,473.58,402.78,171.51,374.37,245.59,2026-01-07 11:06:26.836831+00,2026-01-07 11:14:22.585679+00,2022-07-31,2026-03-05 05:09:35.142509+00
886.54,394.58,711.37,391.11,371.57,416.61,474.16,405.95,168.28,366.27,245.68,2026-01-07 11:06:26.836831+00,2026-01-07 11:14:22.585679+00,2022-08-31,2026-03-05 05:09:35.142509+00
902.75,407.64,734.44,400.52,377.4,424.35,484.28,411.6,165.97,376.97,252.35,2026-01-07 11:06:26.836831+00,2026-01-07 11:14:22.585679+00,2022-09-30,2026-03-05 05:09:35.142509+00
909.38,402.69,749.63,401.1,375.94,422.06,484.99,408.63,163.2,372.95,248.73,2026-01-07 11:06:26.836831+00,2026-01-07 11:14:22.585679+00,2022-10-31,2026-03-05 05:09:35.142509+00
901.49,395.76,730.56,403.3,375.83,420.51,482.15,404.29,165.12,367.85,244.25,2026-01-07 11:06:26.836831+00,2026-01-07 11:14:22.585679+00,2022-11-30,2026-03-05 05:09:35.142509+00
896.11,391.66,713.17,400.99,376.21,419.64,480.12,402.29,164.01,366.57,241.15,2026-01-07 11:06:26.836831+00,2026-01-07 11:14:22.585679+00,2022-12-31,2026-03-05 05:09:35.142509+00
899.73,382.97,682.13,393.59,375.12,413.82,476.27,400.25,163.96,359.78,232.72,2026-01-07 11:06:26.836831+00,2026-01-07 11:14:22.585679+00,2023-01-31,2026-03-05 05:09:35.142509+00
880.85,387.63,679.02,397.92,374.83,415.29,472.49,399.62,165.09,359.14,228.56,2026-01-07 11:06:26.836831+00,2026-01-07 11:14:22.585679+00,2023-02-28,2026-03-05 05:09:35.142509+00
882.29,387.05,671.43,398.48,375.17,416.07,472.69,399.6,164.86,358.42,229.28,2026-01-07 11:06:26.836831+00,2026-01-07 11:14:22.585679+00,2023-03-31,2026-03-05 05:09:35.142509+00
868.86,382.92,662.16,395.04,373.66,414.04,468.04,397.98,162.73,353.78,225.84,2026-01-07 11:06:26.836831+00,2026-01-07 11:14:22.585679+00,2023-04-30,2026-03-05 05:09:35.142509+00
845.4,368.9,648.09,392.69,368.63,405.68,457.0,392.19,162.89,342.13,211.56,2026-01-07 11:06:26.836831+00,2026-01-07 11:14:22.585679+00,2023-05-31,2026-03-05 05:09:35.142509+00
821.83,360.02,640.0,387.41,362.87,393.82,447.38,383.41,161.12,335.52,204.93,2026-01-07 11:06:26.836831+00,2026-01-07 11:14:22.585679+00,2023-06-30,2026-03-05 05:09:35.142509+00
803.43,357.49,638.65,386.03,351.87,381.41,438.12,368.24,160.88,331.95,201.63,2026-01-07 11:06:26.836831+00,2026-01-07 11:14:22.585679+00,2023-07-31,2026-03-05 05:09:35.142509+00
798.86,349.72,619.61,383.78,349.13,376.55,434.46,363.93,158.68,324.44,200.8,2026-01-07 11:06:26.836831+00,2026-01-07 11:14:22.585679+00,2023-08-31,2026-03-05 05:09:35.142509+00
782.07,350.91,619.72,386.02,346.41,376.34,429.94,,157.8,324.98,198.27,2026-01-07 11:06:26.836831+00,2026-01-07 11:14:22.585679+00,2023-09-30,2026-03-05 05:09:35.142509+00
769.57,351.97,604.25,378.08,341.04,369.24,424.01,355.12,157.54,325.61,197.49,2026-01-07 11:06:26.836831+00,2026-01-07 11:14:22.585679+00,2023-10-31,2026-03-05 05:09:35.142509+00
755.22,347.34,590.77,375.42,337.27,364.3,417.56,350.02,156.66,320.57,194.28,2026-01-07 11:06:26.836831+00,2026-01-07 11:14:22.585679+00,2023-11-30,2026-03-05 05:09:35.142509+00
751.27,348.62,582.64,376.83,333.59,360.37,414.58,344.02,155.39,319.03,193.83,2026-01-07 11:06:26.836831+00,2026-01-07 11:14:22.585679+00,2023-12-31,2026-03-05 05:09:35.142509+00
723.48,344.56,572.0,374.03,328.82,359.25,405.49,342.12,158.21,316.17,185.49,2026-01-07 11:06:26.836831+00,2026-01-07 11:14:22.585679+00,2024-01-31,2026-03-05 05:09:35.142509+00
710.16,333.98,580.99,374.39,326.01,355.16,400.27,340.9,154.12,307.56,184.53,2026-01-07 11:06:26.836831+00,2026-01-07 11:14:22.585679+00,2024-02-29,2026-03-05 05:09:35.142509+00
706.19,333.55,568.61,373.64,323.3,356.72,397.84,338.08,156.3,306.72,185.18,2026-01-07 11:06:26.836831+00,2026-01-07 11:14:22.585679+00,2024-03-31,2026-03-05 05:09:35.142509+00
698.3,333.89,558.96,376.13,321.44,351.93,395.05,334.22,155.23,303.97,183.3,2026-01-07 11:06:26.836831+00,2026-01-07 11:14:22.585679+00,2024-04-30,2026-03-05 05:09:35.142509+00
695.11,336.5,557.31,370.51,319.14,349.73,392.78,332.11,154.73,306.46,182.17,2026-01-07 11:06:26.836831+00,2026-01-07 11:14:22.585679+00,2024-05-31,2026-03-05 05:09:35.142509+00
678.46,333.79,541.54,368.97,317.52,348.21,388.19,327.26,154.53,303.17,182.45,2026-01-07 11:06:26.836831+00,2026-01-07 11:14:22.585679+00,2024-06-30,2026-03-05 05:09:35.142509+00
672.98,331.52,546.42,365.61,313.58,344.32,385.47,321.08,154.65,301.06,179.51,2026-01-07 11:06:26.836831+00,2026-01-07 11:14:22.585679+00,2024-07-31,2026-03-05 05:09:35.142509+00
674.19,331.19,547.19,365.38,310.45,340.77,384.9,319.85,152.21,303.4,180.44,2026-01-07 11:06:26.836831+00,2026-01-07 11:14:22.585679+00,2024-08-31,2026-03-05 05:09:35.142509+00
662.73,317.88,543.83,361.9,303.66,335.11,377.7,313.6,155.31,290.11,180.94,2026-01-07 11:06:26.836831+00,2026-01-07 11:14:22.585679+00,2024-09-30,2026-03-05 05:09:35.142509+00
656.53,309.89,540.11,362.54,302.08,335.28,374.57,311.44,158.28,282.1,179.44,2026-01-07 11:06:26.836831+00,2026-01-07 11:14:22.585679+00,2024-10-31,2026-03-05 05:09:35.142509+00
643.15,318.55,525.52,354.07,295.95,327.04,368.36,306.27,153.5,290.44,174.63,2026-01-07 11:06:26.836831+00,2026-01-07 11:14:22.585679+00,2024-11-30,2026-03-05 05:09:35.142509+00
637.38,316.09,514.38,351.08,295.9,327.63,366.21,306.03,154.6,288.11,174.96,2026-01-07 11:06:26.836831+00,2026-01-07 11:14:22.585679+00,2024-12-31,2026-03-05 05:09:35.142509+00
,,,,,,,302.48,,,,2026-01-07 11:06:26.836831+00,2026-01-07 11:14:22.585679+00,2025-01-30,2026-03-05 05:09:35.142509+00
628.01,311.97,510.45,353.04,292.76,326.14,362.88,,154.01,284.6,174.1,2026-01-07 11:06:26.836831+00,2026-01-07 11:14:22.585679+00,2025-01-31,2026-03-05 05:09:35.142509+00
620.17,309.06,503.06,348.3,288.87,323.51,358.8,298.8,153.92,282.63,170.07,2026-01-07 11:06:26.836831+00,2026-01-07 11:14:22.585679+00,2025-02-28,2026-03-05 05:09:35.142509+00
619.1,305.8,501.39,349.57,287.37,321.13,358.33,296.69,153.56,280.83,172.01,2026-01-07 11:06:26.836831+00,2026-01-07 11:14:22.585679+00,2025-03-31,2026-03-05 05:09:35.142509+00
610.99,298.35,488.47,346.52,282.88,315.7,353.64,289.89,152.45,275.74,172.34,2026-01-07 11:06:26.836831+00,2026-01-07 11:14:22.585679+00,2025-04-30,2026-03-05 05:09:35.142509+00
608.27,298.71,485.24,345.08,281.03,314.25,352.25,288.19,153.17,276.73,172.12,2026-01-07 11:06:26.836831+00,2026-01-07 11:14:22.585679+00,2025-05-31,2026-03-05 05:09:35.142509+00
601.57,298.34,489.25,339.43,279.3,311.58,348.8,286.76,151.88,273.61,170.55,2026-01-07 11:06:26.836831+00,2026-01-07 11:14:22.585679+00,2025-06-30,2026-03-05 05:09:35.142509+00
,,,,,310.52,,,,,,2026-01-07 11:06:26.836831+00,2026-01-07 11:14:22.585679+00,2025-07-30,2026-03-05 05:09:35.142509+00
600.34,293.64,488.2,340.58,276.27,,346.49,283.62,148.89,270.93,166.93,2026-01-07 11:06:26.836831+00,2026-01-07 11:14:22.585679+00,2025-07-31,2026-03-05 05:09:35.142509+00
596.33,296.38,491.42,341.72,274.61,309.27,345.33,282.52,146.53,272.72,169.22,2026-01-07 11:06:26.836831+00,2026-01-07 11:14:22.585679+00,2025-08-31,2026-03-05 05:09:35.142509+00
600.62,298.37,490.7,340.73,274.56,312.71,346.79,284.61,149.12,274.44,170.27,2026-01-07 11:06:26.836831+00,2026-01-07 11:14:22.585679+00,2025-09-30,2026-03-05 05:09:35.142509+00
602.7,301.22,496.19,345.09,275.72,315.43,348.4,286.47,151.3,277.62,168.59,2026-01-07 11:06:26.836831+00,2026-01-07 11:14:22.585679+00,2025-10-31,2026-03-05 05:09:35.142509+00
609.57,294.99,492.47,344.61,276.46,318.32,349.76,290.73,150.26,271.7,172.45,2026-01-07 11:06:26.836831+00,2026-01-07 11:14:22.585679+00,2025-11-30,2026-03-05 05:09:35.142509+00
606.98,294.63,492.78,345.04,276.1,319.49,349.69,289.9,151.13,270.04,175.23,2026-01-07 11:06:26.836831+00,2026-01-07 11:14:22.585679+00,2025-12-31,2026-03-05 05:09:35.142509+00
